"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry",
"MLM","Martin Marietta Materials, Inc.","175.7","11018511226.1","n/a","1994","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)",
"MAS","Masco Corporation","31.62","9659857732.14","n/a","n/a","Basic Industries","Forest Products",
"DOOR","Masonite International Corporation","54.03","1432905748.74","n/a","n/a","Basic Industries","Forest Products",
"MTZ","MasTec, Inc.","45.21","3557066694.39","n/a","n/a","Basic Industries","Water Supply",
"MA","Mastercard Incorporated","202.94","225036939254","n/a","2006","Miscellaneous","Business Services",
"MTDR","Matador Resources Company","19.29","2244078346.14","n/a","2012","Energy","Oil & Gas Production",
"MTRN","Materion Corporation","47.39","959376666.15","n/a","n/a","Capital Goods","Industrial Specialties",
"MATX","Matson, Inc.","33.37","1425052235.04","n/a","n/a","Consumer Services","Marine Transportation",
"MLP","Maui Land & Pineapple Company, Inc.","11.94","229109257.2","n/a","n/a","Finance","Real Estate",
"MAXR","Maxar Technologies Inc.","5.6","332531617.6","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment",
"MMS","Maximus, Inc.","69.15","4434818939.7","n/a","1997","Miscellaneous","Business Services",
"MXL","MaxLinear, Inc","18.7","1289641105.5","n/a","2010","Technology","Semiconductors",
"MBI","MBIA, Inc.","9.4","852487212.6","n/a","1987","Finance","Property-Casualty Insurers",
"MKC","McCormick & Company, Incorporated","121.36","15978888065.2","n/a","n/a","Consumer Non-Durables","Packaged Foods",
"MDR","McDermott International, Inc.","9.13","1648732960.82","n/a","n/a","Capital Goods","Metal Fabrications",
"MCD","McDonald&#39;s Corporation","184","141847486000","n/a","n/a","Consumer Services","Restaurants",
"MUX","McEwen Mining Inc.","1.72","592643678.16","n/a","n/a","Basic Industries","Precious Metals",
"MCK","McKesson Corporation","127.05","24822549005.1","n/a","n/a","Health Care","Other Pharmaceuticals",
"MDU","MDU Resources Group, Inc.","25.25","4949656146.5","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)",
"MTL","Mechel PAO","2.47","616913244.09","n/a","2004","Basic Industries","Steel/Iron Ore",
"MRT","MedEquities Realty Trust, Inc.","11.12","354068039.12","n/a","2016","Consumer Services","Real Estate Investment Trusts",
"MPW","Medical Properties Trust, Inc.","17.54","6499498935.94","n/a","2005","Consumer Services","Real Estate Investment Trusts",
"MED","MEDIFAST INC","123.82","1481502090.12","n/a","n/a","Consumer Non-Durables","Packaged Foods",
"MCC","Medley Capital Corporation","2.99","162877890.89","n/a","2011","n/a","n/a",
"MCV","Medley Capital Corporation","24.4088","0","n/a","n/a","n/a","n/a",
"MCX","Medley Capital Corporation","24.8508","0","n/a","2015","n/a","n/a",
"MDLQ","Medley LLC","21.8","0","n/a","2017","Finance","Investment Managers",
"MDLX","Medley LLC","20.55","0","n/a","2016","Finance","Investment Managers",
"MDLY","Medley Management Inc.","3.99","121029531.84","n/a","2014","Finance","Investment Managers",
"MD","Mednax, Inc","36.86","3296036091.44","n/a","n/a","Health Care","Hospital/Nursing Management",
"MDT","Medtronic plc","87.02","116871812187.34","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",
"MFAC","Megalith Financial Acquisition Corp.","9.72","205685998.92","n/a","2018","Finance","Business Services",
"MRK","Merck & Company, Inc.","72.95","189697465675","n/a","n/a","Health Care","Major Pharmaceuticals",
"MCY","Mercury General Corporation","51.46","2847774632.42","n/a","n/a","Finance","Property-Casualty Insurers",
"MDP","Meredith Corporation","53.98","2428288086.82","n/a","n/a","Consumer Services","Newspapers/Magazines",
"MTH","Meritage Corporation","39.67","1585457805.22","n/a","n/a","Capital Goods","Homebuilding",
"MTOR","Meritor, Inc.","19.3","1638122336.5","n/a","n/a","Capital Goods","Auto Parts:O.E.M.",
"PIY","Merrill Lynch Depositor, Inc.","10.4018","0","n/a","n/a","Finance","Finance: Consumer Services",
"MTR","Mesa Royalty Trust","13.1","24413029","n/a","n/a","Energy","Oil & Gas Production",
"MSB","Mesabi Trust","28.72","376806687.2","n/a","n/a","Basic Industries","Precious Metals",
"MEI","Methode Electronics, Inc.","25.93","959071665.36","n/a","n/a","Capital Goods","Electrical Products",
"MET","MetLife, Inc.","45.47","44871535318.44","n/a","2000","Finance","Life Insurance",
"MCB","Metropolitan Bank Holding Corp.","36.5","299564041","n/a","2017","Finance","Major Banks",
"MTD","Mettler-Toledo International, Inc.","614.55","15391421957.4","n/a","1997","Capital Goods","Biotechnology: Laboratory Analytical Instruments",
"MXE","Mexico Equity and Income Fund, Inc. (The)","11.0553","77194140.7938","n/a","n/a","n/a","n/a",
"MXF","Mexico Fund, Inc. (The)","14.5","217575748","n/a","n/a","n/a","n/a",
"MFA","MFA Financial, Inc.","7.28","3272698046.8","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"MFO","MFA Financial, Inc.","25.49","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"MFCB","MFC Bancorp Ltd.","6.72","84233862.72","n/a","n/a","Finance","Commercial Banks",
"MCR","MFS Charter Income Trust","7.62","367116093.3","n/a","1989","n/a","n/a",
"MGF","MFS Government Markets Income Trust","4.41","143770925.97","n/a","1987","n/a","n/a",
"MIN","MFS Intermediate Income Trust","3.68","433199034.72","n/a","1988","n/a","n/a",
"MMT","MFS Multimarket Income Trust","5.36","367036060.72","n/a","1987","n/a","n/a",
"MFM","MFS Municipal Income Trust","6.74","277604632.94","n/a","1986","n/a","n/a",
"MFV","MFS Special Value Trust","5.175","36906971.85","n/a","n/a","n/a","n/a",
"MTG","MGIC Investment Corporation","12.05","4282220550","n/a","1991","Finance","Property-Casualty Insurers",
"MGP","MGM Growth Properties LLC","30.16","8023925916.24","n/a","2016","Consumer Services","Real Estate Investment Trusts",
"MGM","MGM Resorts International","28.7","15130581394.6","n/a","n/a","Consumer Services","Hotels/Resorts",
"MFGP","Micro Focus Intl PLC","19.67","8176842485.98","n/a","2017","Technology","Computer Software: Prepackaged Software",
"MAA","Mid-America Apartment Communities, Inc.","101.07","11505583110.69","n/a","1994","Consumer Services","Real Estate Investment Trusts",
"MSL","MidSouth Bancorp","11.78","196032216.9","n/a","n/a","Finance","Major Banks",
"MPO","MIDSTATES PETROLEUM COMPANY, INC.","9.79","247709144.98","n/a","2016","Energy","Oil & Gas Production",
"MCRN","Milacron Holdings Corp.","13.48","953264512.96","n/a","2015","Technology","Industrial Machinery/Components",
"MLR","Miller Industries, Inc.","29.8","339557470.8","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks",
"HIE","Miller/Howard High Income Equity Fund","11.12","152773943.68","n/a","2014","n/a","n/a",
"MTX","Minerals Technologies Inc.","56.05","1976400965.55","n/a","1992","Basic Industries","Major Chemicals",
"MG","Mistras Group Inc","14.8","422439878","n/a","2009","Consumer Services","Military/Government/Technical",
"MUFG","Mitsubishi UFJ Financial Group Inc","5.35","69332603295.7","n/a","n/a","Finance","Commercial Banks",
"MIXT","MiX Telematics Limited","14.86","338662966.4","n/a","2013","Technology","Computer Software: Prepackaged Software",
"MFG","Mizuho Financial Group, Inc.","3.26","41333840229.7","n/a","n/a","Finance","Major Banks",
"MBT","Mobile TeleSystems OJSC","8.31","7833191803.29","n/a","n/a","Public Utilities","Telecommunications Equipment",
"MODN","Model N, Inc.","14.55","458773023.6","n/a","2013","Technology","Computer Software: Programming, Data Processing",
"MOD","Modine Manufacturing Company","13.18","668142913.28","n/a","n/a","Capital Goods","Auto Parts:O.E.M.",
"MC","Moelis & Company","43.8","2003684085.6","n/a","2014","Finance","Investment Managers",
"MOGU","MOGU Inc.","16.19","1730646693.32","n/a","2018","Miscellaneous","Business Services",
"MHK","Mohawk Industries, Inc.","127.56","9464817424.2","n/a","n/a","Consumer Durables","Home Furnishings",
"MOH","Molina Healthcare Inc","135.32","8442479480","n/a","2003","Health Care","Medical Specialities",
"TAP","Molson Coors Brewing  Company","64.4","10482640770","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)",
"MNR","Monmouth Real Estate Investment Corporation","13.29","1217200705.77","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"MCO","Moody&#39;s Corporation","156.53","29991148000","n/a","n/a","Finance","Finance: Consumer Services",
"MS","Morgan Stanley","42.98","73066000000","n/a","n/a","Finance","Investment Bankers/Brokers/Service",
"APF","Morgan Stanley Asia-Pacific Fund, Inc.","17.47","227546435.54","n/a","n/a","n/a","n/a",
"CAF","Morgan Stanley China A Share Fund Inc.","19.49","426469752.85","n/a","2006","n/a","n/a",
"MSD","Morgan Stanley Emerging Markets Debt Fund, Inc.","8.85","184640886.45","n/a","1993","n/a","n/a",
"EDD","Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.","6.56","438367001.28","n/a","2007","n/a","n/a",
"MSF","Morgan Stanley Emerging Markets Fund, Inc.","17.43","236707679.25","n/a","1991","n/a","n/a",
"IIF","Morgan Stanley India Investment Fund, Inc.","19.27","268153573.46","n/a","1994","n/a","n/a",
"MOSC","Mosaic Acquisition Corp.","9.97","429956250","n/a","2017","Finance","Business Services",
"MOS","Mosaic Company (The)","31.89","12292641010.65","n/a","n/a","Basic Industries","Agricultural Chemicals",
"MSI","Motorola Solutions, Inc.","116.18","18994808553.18","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment",
"MOV","Movado Group Inc.","33.41","771632816.24","n/a","n/a","Consumer Non-Durables","Consumer Specialties",
"MPLX","MPLX LP","34.02","27014625720.18","n/a","2012","Energy","Natural Gas Distribution",
"MRC","MRC Global Inc.","15.47","1397334200.99","n/a","2012","Capital Goods","Industrial Machinery/Components",
"HJV","MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14","7.25","0","n/a","n/a","Finance","Finance: Consumer Services",
"MSA","MSA Safety Incorporporated","99.8","3838772070","n/a","n/a","Health Care","Industrial Specialties",
"MSM","MSC Industrial Direct Company, Inc.","82.26","4552295710.32","n/a","1995","Capital Goods","Industrial Machinery/Components",
"MSCI","MSCI Inc","163.83","14422422143.16","n/a","n/a","Miscellaneous","Business Services",
"MSGN","MSG Networks Inc.","22.19","1660324500.24","n/a","n/a","Consumer Services","Television Services",
"MLI","Mueller Industries, Inc.","25.13","1449245944.02","n/a","n/a","Capital Goods","Metal Fabrications",
"MWA","Mueller Water Products Inc","9.59","1515839648.26","n/a","2006","Capital Goods","Metal Fabrications",
"MVF","MuniVest Fund, Inc.","8.78","569263337.38","n/a","n/a","n/a","n/a",
"MZA","MuniYield Arizona Fund, Inc.","12.9","59659442.7","n/a","1993","n/a","n/a",
"MUR","Murphy Oil Corporation","27.46","4752124185.64","n/a","n/a","Energy","Oil & Gas Production",
"MUSA","Murphy USA Inc.","82.77","2668588314.93","n/a","2013","Consumer Durables","Automotive Aftermarket",
"MVO","MV Oil Trust","7.22","83030000","n/a","2007","Energy","Oil & Gas Production",
"MVC","MVC Capital, Inc.","8.8","156762566.4","n/a","n/a","n/a","n/a",
"MVCD","MVC Capital, Inc.","25.3247","0","n/a","2017","n/a","n/a",
"MYE","Myers Industries, Inc.","16.49","582961933.48","n/a","n/a","Consumer Non-Durables","Plastic Products",
"MYOV","Myovant Sciences Ltd.","19.01","1345502554.72","n/a","2016","Health Care","Major Pharmaceuticals",
"NBR","Nabors Industries Ltd.","2.9","1037604241.4","n/a","n/a","Energy","Oil & Gas Production",
"NC","NACCO Industries, Inc.","35.8","248547013.2","n/a","n/a","Consumer Durables","Consumer Electronics/Appliances",
"NTP","Nam Tai Property Inc.","8.73","328038401.43","n/a","n/a","Finance","Real Estate",
"NTEST","NASDAQ TEST STOCK","22.51","0","n/a","n/a","n/a","n/a",
"NBHC","National Bank Holdings Corporation","32.09","987379231.67","n/a","2012","Finance","Major Banks",
"NFG","National Fuel Gas Company","56.92","4910973358.4","n/a","n/a","Public Utilities","Oil/Gas Transmission",
"NGG","National Grid Transco, PLC","52.26","35641968494.34","n/a","n/a","Public Utilities","Natural Gas Distribution",
"NHI","National Health Investors, Inc.","80.21","3387336558.71","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"NOV","National Oilwell Varco, Inc.","30.44","11669677721.12","n/a","n/a","Energy","Metal Fabrications",
"NPK","National Presto Industries, Inc.","122.32","853744794.32","n/a","n/a","Capital Goods","Ordnance And Accessories",
"NNN","National Retail Properties","50.84","8090727169","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"SID","National Steel Company","2.71","3740110422.37","n/a","n/a","Capital Goods","Steel/Iron Ore",
"NSA","National Storage Affiliates Trust","27.32","1545522206.12","n/a","2015","Consumer Services","Real Estate Investment Trusts",
"NGS","Natural Gas Services Group, Inc.","17.2","225615048.8","n/a","2002","Energy","Oilfield Services/Equipment",
"NGVC","Natural Grocers by Vitamin Cottage, Inc.","14.81","332219460.24","n/a","2012","Consumer Services","Food Chains",
"NRP","Natural Resource Partners LP","36.91","451996907.2","n/a","2002","Energy","Coal Mining",
"NTZ","Natuzzi, S.p.A.","1.25","68566306.25","n/a","1993","Consumer Durables","Home Furnishings",
"NLS","Nautilus Group, Inc. (The)","7.64","227573306.48","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys",
"NCI","Navigant Consulting, Inc.","25.4","1081764791","n/a","n/a","Consumer Services","Professional Services",
"NVGS","Navigator Holdings Ltd.","9.49","528178324.96","n/a","2013","Transportation","Marine Transportation",
"NNA","Navios Maritime Acquisition Corporation","5.78","76846625.92","n/a","n/a","Transportation","Marine Transportation",
"NM","Navios Maritime Holdings Inc.","2.57","3204951.91","n/a","n/a","Transportation","Marine Transportation",
"NMM","Navios Maritime Partners LP","1.15","192728228.6","n/a","2007","Transportation","Marine Transportation",
"NAV","Navistar International Corporation","32.2","3185621251.4","n/a","n/a","Capital Goods","Auto Manufacturing",
"NCS","NCI Building Systems, Inc.","8.03","1006544094.71","n/a","n/a","Capital Goods","Metal Fabrications",
"NCR","NCR Corporation","26.58","3141756000","n/a","n/a","Miscellaneous","Office Equipment/Supplies/Services",
"NP","Neenah, Inc.","69.67","1175090727.08","n/a","n/a","Basic Industries","Paper",
"NNI","Nelnet, Inc.","53","2158502751","n/a","2003","Finance","Finance: Consumer Services",
"NPTN","NeoPhotonics Corporation","7.29","335699229.33","n/a","2011","Technology","Semiconductors",
"NETS","Netshoes (Cayman) Limited","2.52","78261734.88","n/a","2017","Consumer Services","Catalog/Specialty Distribution",
"NVRO","Nevro Corp.","47.36","1428194174.72","n/a","2014","Health Care","Medical/Dental Instruments",
"HYB","New America High Income Fund, Inc. (The)","8","186951344","n/a","1988","n/a","n/a",
"NFC","New Frontier Corporation","9.78","395723250","n/a","2018","Finance","Business Services",
"GF","New Germany Fund, Inc. (The)","13.5","215338689","n/a","1990","n/a","n/a",
"NWHM","New Home Company Inc. (The)","7","143068863","n/a","2014","Capital Goods","Homebuilding",
"IRL","New Ireland Fund, Inc. (The)","8.74","43540739.72","n/a","1990","n/a","n/a",
"NEWM","New Media Investment Group Inc.","13.41","808583306.4","n/a","2014","Consumer Services","Newspapers/Magazines",
"NMFC","New Mountain Finance Corporation","13.76","1047223678.72","n/a","2011","n/a","n/a",
"NMFX","New Mountain Finance Corporation","24.85","0","n/a","2018","n/a","n/a",
"EDU","New Oriental Education & Technology Group, Inc.","77.49","12268209825.9","n/a","2006","Consumer Services","Other Consumer Services",
"NEWR","New Relic, Inc.","96.26","5482779005.2","n/a","2014","Technology","Computer Software: Prepackaged Software",
"NRZ","New Residential Investment Corp.","16.65","5666901242.85","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"SNR","New Senior Investment Group Inc.","4.93","404993924.17","n/a","2014","Consumer Services","Real Estate Investment Trusts",
"NYCB","New York Community Bancorp, Inc.","10.7","5246642943.4","n/a","n/a","Finance","Banks",
